1	235	10	78	10	6	235	21	235	24.8	47	550	1.8K	20.7	47	0.39	1.9K	551.6	47	20	3.65	86	1.7K	4.5K	47	20	3.65	2100	1.6K	461.4	47	20	3.50	2.75	2.2K	1.1K	47	20	3.50	2.75	2.3K	17.7K	47	20	0.86	1015	2.4K	29.4K	47	20	3.50	2.75	2.5K
1.5M	7M	242	2.3M	24	1398	7M	4893	7M	162.5M	1.4M	-	-	28.7M	1.4M	-	-	296.8M	1.4M	-	-	-	-	890.4M	1.4M	-	-	-	-	32.5M	1.4M	-	-	-	-	27.9M	1.4M	-	-	-	-	181.1M	1.4M	-	-	-	-	60.2M	1.4M	-	-	-	-
1.6M	7.1M	243	2.4M	24	1404	7.1M	4914	7.1M	171.1M	1.4M	-	-	30.1M	1.4M	-	-	312.2M	1.4M	-	-	-	-	936.8M	1.4M	-	-	-	-	34.2M	1.4M	-	-	-	-	29.4M	1.4M	-	-	-	-	190.6M	1.4M	-	-	-	-	63.3M	1.4M	-	-	-	-
1.7M	7.1M	244	2.4M	24	1410	7.1M	4935	7.1M	180.1M	1.4M	-	-	31.7M	1.4M	-	-	328.5M	1.4M	-	-	-	-	985.6M	1.4M	-	-	-	-	36M	1.4M	-	-	-	-	30.9M	1.4M	-	-	-	-	200.6M	1.4M	-	-	-	-	66.6M	1.4M	-	-	-	-
1.8M	7.1M	245	2.4M	24	1416	7.1M	4956	7.1M	189.5M	1.4M	-	-	33.3M	1.4M	-	-	345.6M	1.4M	-	-	-	-	1B	1.4M	-	-	-	-	37.9M	1.4M	-	-	-	-	32.5M	1.4M	-	-	-	-	211.1M	1.4M	-	-	-	-	70M	1.4M	-	-	-	-
1.9M	7.2M	246	2.4M	24	1422	7.2M	4977	7.2M	199.5M	1.4M	-	-	35M	1.4M	-	-	363.7M	1.4M	-	-	-	-	1.1B	1.4M	-	-	-	-	39.9M	1.4M	-	-	-	-	34.2M	1.4M	-	-	-	-	222.2M	1.4M	-	-	-	-	73.6M	1.4M	-	-	-	-
2M	7.2M	247	2.4M	24	1428	7.2M	4998	7.2M	210M	1.4M	-	-	36.9M	1.4M	-	-	382.6M	1.4M	-	-	-	-	1.1B	1.4M	-	-	-	-	42M	1.4M	-	-	-	-	36M	1.4M	-	-	-	-	233.9M	1.4M	-	-	-	-	77.4M	1.4M	-	-	-	-
2.1M	7.2M	248	2.4M	24	1434	7.2M	5019	7.2M	221.1M	1.4M	-	-	38.8M	1.4M	-	-	402.6M	1.4M	-	-	-	-	1.2B	1.4M	-	-	-	-	44.1M	1.4M	-	-	-	-	37.9M	1.4M	-	-	-	-	246.2M	1.4M	-	-	-	-	81.4M	1.4M	-	-	-	-
2.2M	7.3M	249	2.4M	24	1440	7.3M	5040	7.3M	232.7M	1.5M	-	-	40.8M	1.5M	-	-	423.6M	1.5M	-	-	-	-	1.3B	1.5M	-	-	-	-	46.4M	1.5M	-	-	-	-	39.9M	1.5M	-	-	-	-	259.1M	1.5M	-	-	-	-	85.6M	1.5M	-	-	-	-
2.3M	7.3M	250	2.4M	24	1446	7.3M	5061	7.3M	245M	1.5M	-	-	42.9M	1.5M	-	-	445.6M	1.5M	-	-	-	-	1.3B	1.5M	-	-	-	-	48.9M	1.5M	-	-	-	-	42M	1.5M	-	-	-	-	272.7M	1.5M	-	-	-	-	90.1M	1.5M	-	-	-	-
2.4M	7.3M	251	2.4M	24	1452	7.3M	5082	7.3M	257.8M	1.5M	-	-	45.1M	1.5M	-	-	468.9M	1.5M	-	-	-	-	1.4B	1.5M	-	-	-	-	51.4M	1.5M	-	-	-	-	44.2M	1.5M	-	-	-	-	287M	1.5M	-	-	-	-	94.7M	1.5M	-	-	-	-
2.5M	7.3M	252	2.4M	24	1458	7.3M	5103	7.3M	271.4M	1.5M	-	-	47.4M	1.5M	-	-	493.3M	1.5M	-	-	-	-	1.5B	1.5M	-	-	-	-	54.1M	1.5M	-	-	-	-	46.5M	1.5M	-	-	-	-	302.1M	1.5M	-	-	-	-	99.6M	1.5M	-	-	-	-
2.7M	7.4M	253	2.5M	24	1464	7.4M	5124	7.4M	285.7M	1.5M	-	-	49.8M	1.5M	-	-	519M	1.5M	-	-	-	-	1.6B	1.5M	-	-	-	-	56.9M	1.5M	-	-	-	-	48.9M	1.5M	-	-	-	-	318M	1.5M	-	-	-	-	104.8M	1.5M	-	-	-	-
2.8M	7.4M	254	2.5M	24	1470	7.4M	5145	7.4M	300.7M	1.5M	-	-	52.4M	1.5M	-	-	546.1M	1.5M	-	-	-	-	1.6B	1.5M	-	-	-	-	59.9M	1.5M	-	-	-	-	51.4M	1.5M	-	-	-	-	334.7M	1.5M	-	-	-	-	110.2M	1.5M	-	-	-	-
2.9M	7.4M	255	2.5M	24	1476	7.4M	5166	7.4M	316.6M	1.5M	-	-	55.1M	1.5M	-	-	574.5M	1.5M	-	-	-	-	1.7B	1.5M	-	-	-	-	63M	1.5M	-	-	-	-	54.1M	1.5M	-	-	-	-	352.3M	1.5M	-	-	-	-	115.9M	1.5M	-	-	-	-
3.1M	7.5M	256	2.5M	24	1482	7.5M	5187	7.5M	333.2M	1.5M	-	-	58M	1.5M	-	-	604.5M	1.5M	-	-	-	-	1.8B	1.5M	-	-	-	-	66.3M	1.5M	-	-	-	-	57M	1.5M	-	-	-	-	370.8M	1.5M	-	-	-	-	122M	1.5M	-	-	-	-
3.3M	7.5M	257	2.5M	24	1488	7.5M	5208	7.5M	350.8M	1.5M	-	-	60.9M	1.5M	-	-	636M	1.5M	-	-	-	-	1.9B	1.5M	-	-	-	-	69.8M	1.5M	-	-	-	-	59.9M	1.5M	-	-	-	-	390.3M	1.5M	-	-	-	-	128.3M	1.5M	-	-	-	-
3.4M	7.5M	258	2.5M	24	1494	7.5M	5229	7.5M	369.2M	1.5M	-	-	64.1M	1.5M	-	-	669.2M	1.5M	-	-	-	-	2B	1.5M	-	-	-	-	73.4M	1.5M	-	-	-	-	63.1M	1.5M	-	-	-	-	410.8M	1.5M	-	-	-	-	134.9M	1.5M	-	-	-	-
3.6M	7.6M	259	2.5M	24	1500	7.6M	5250	7.6M	388.7M	1.5M	-	-	67.4M	1.5M	-	-	704M	1.5M	-	-	-	-	2.1B	1.5M	-	-	-	-	77.3M	1.5M	-	-	-	-	66.4M	1.5M	-	-	-	-	432.4M	1.5M	-	-	-	-	141.9M	1.5M	-	-	-	-
3.8M	7.6M	260	2.5M	24	1506	7.6M	5271	7.6M	409.1M	1.5M	-	-	70.9M	1.5M	-	-	740.8M	1.5M	-	-	-	-	2.2B	1.5M	-	-	-	-	81.3M	1.5M	-	-	-	-	69.8M	1.5M	-	-	-	-	455.1M	1.5M	-	-	-	-	149.3M	1.5M	-	-	-	-
4M	7.6M	261	2.5M	24	1512	7.6M	5292	7.6M	430.7M	1.5M	-	-	74.5M	1.5M	-	-	779.4M	1.5M	-	-	-	-	2.3B	1.5M	-	-	-	-	85.6M	1.5M	-	-	-	-	73.5M	1.5M	-	-	-	-	479M	1.5M	-	-	-	-	157.1M	1.5M	-	-	-	-
4.2M	7.7M	262	2.6M	24	1518	7.7M	5313	7.7M	453.3M	1.5M	-	-	78.4M	1.5M	-	-	820M	1.5M	-	-	-	-	2.5B	1.5M	-	-	-	-	90M	1.5M	-	-	-	-	77.3M	1.5M	-	-	-	-	504.2M	1.5M	-	-	-	-	165.2M	1.5M	-	-	-	-
4.4M	7.7M	263	2.6M	24	1524	7.7M	5334	7.7M	477.2M	1.5M	-	-	82.4M	1.5M	-	-	862.7M	1.5M	-	-	-	-	2.6B	1.5M	-	-	-	-	94.7M	1.5M	-	-	-	-	81.3M	1.5M	-	-	-	-	530.7M	1.5M	-	-	-	-	173.8M	1.5M	-	-	-	-
4.7M	7.7M	264	2.6M	24	1530	7.7M	5355	7.7M	502.3M	1.5M	-	-	86.7M	1.5M	-	-	907.7M	1.5M	-	-	-	-	2.7B	1.5M	-	-	-	-	99.7M	1.5M	-	-	-	-	85.6M	1.5M	-	-	-	-	558.6M	1.5M	-	-	-	-	182.9M	1.5M	-	-	-	-
4.9M	7.7M	265	2.6M	25	1536	7.7M	5376	7.7M	528.7M	1.5M	-	-	91.1M	1.5M	-	-	955M	1.5M	-	-	-	-	2.9B	1.5M	-	-	-	-	104.9M	1.5M	-	-	-	-	90.1M	1.5M	-	-	-	-	588M	1.5M	-	-	-	-	192.4M	1.5M	-	-	-	-
5.2M	7.8M	266	2.6M	25	1542	7.8M	5397	7.8M	556.6M	1.6M	-	-	95.8M	1.6M	-	-	1B	1.6M	-	-	-	-	3B	1.6M	-	-	-	-	110.4M	1.6M	-	-	-	-	94.8M	1.6M	-	-	-	-	618.9M	1.6M	-	-	-	-	202.4M	1.6M	-	-	-	-
5.5M	7.8M	267	2.6M	25	1548	7.8M	5418	7.8M	585.8M	1.6M	-	-	100.8M	1.6M	-	-	1.1B	1.6M	-	-	-	-	3.2B	1.6M	-	-	-	-	116.1M	1.6M	-	-	-	-	99.7M	1.6M	-	-	-	-	651.5M	1.6M	-	-	-	-	212.9M	1.6M	-	-	-	-
5.7M	7.8M	268	2.6M	25	1554	7.8M	5439	7.8M	616.7M	1.6M	-	-	106M	1.6M	-	-	1.1B	1.6M	-	-	-	-	3.3B	1.6M	-	-	-	-	122.2M	1.6M	-	-	-	-	104.9M	1.6M	-	-	-	-	685.7M	1.6M	-	-	-	-	224M	1.6M	-	-	-	-
6M	7.9M	269	2.6M	25	1560	7.9M	5460	7.9M	649.1M	1.6M	-	-	111.4M	1.6M	-	-	1.2B	1.6M	-	-	-	-	3.5B	1.6M	-	-	-	-	128.6M	1.6M	-	-	-	-	110.4M	1.6M	-	-	-	-	721.8M	1.6M	-	-	-	-	235.7M	1.6M	-	-	-	-
6.4M	7.9M	270	2.6M	25	1566	7.9M	5481	7.9M	683.3M	1.6M	-	-	117.2M	1.6M	-	-	1.2B	1.6M	-	-	-	-	3.7B	1.6M	-	-	-	-	135.3M	1.6M	-	-	-	-	116.2M	1.6M	-	-	-	-	759.8M	1.6M	-	-	-	-	247.9M	1.6M	-	-	-	-
6.7M	7.9M	271	2.6M	25	1572	7.9M	5502	7.9M	719.3M	1.6M	-	-	123.2M	1.6M	-	-	1.3B	1.6M	-	-	-	-	3.9B	1.6M	-	-	-	-	142.4M	1.6M	-	-	-	-	122.2M	1.6M	-	-	-	-	799.7M	1.6M	-	-	-	-	260.8M	1.6M	-	-	-	-
7M	8M	272	2.7M	25	1578	8M	5523	8M	757.1M	1.6M	-	-	129.6M	1.6M	-	-	1.4B	1.6M	-	-	-	-	4.1B	1.6M	-	-	-	-	149.8M	1.6M	-	-	-	-	128.6M	1.6M	-	-	-	-	841.8M	1.6M	-	-	-	-	274.4M	1.6M	-	-	-	-
7.4M	8M	273	2.7M	25	1584	8M	5544	8M	797M	1.6M	-	-	136.3M	1.6M	-	-	1.4B	1.6M	-	-	-	-	4.3B	1.6M	-	-	-	-	157.6M	1.6M	-	-	-	-	135.3M	1.6M	-	-	-	-	886.1M	1.6M	-	-	-	-	288.7M	1.6M	-	-	-	-
7.8M	8M	274	2.7M	25	1590	8M	5565	8M	838.9M	1.6M	-	-	143.3M	1.6M	-	-	1.5B	1.6M	-	-	-	-	4.5B	1.6M	-	-	-	-	165.9M	1.6M	-	-	-	-	142.4M	1.6M	-	-	-	-	932.7M	1.6M	-	-	-	-	303.7M	1.6M	-	-	-	-
8.2M	8M	275	2.7M	25	1596	8M	5586	8M	883.1M	1.6M	-	-	150.7M	1.6M	-	-	1.6B	1.6M	-	-	-	-	4.8B	1.6M	-	-	-	-	174.5M	1.6M	-	-	-	-	149.8M	1.6M	-	-	-	-	981.7M	1.6M	-	-	-	-	319.6M	1.6M	-	-	-	-
8.6M	8.1M	276	2.7M	25	1602	8.1M	5607	8.1M	929.6M	1.6M	-	-	158.5M	1.6M	-	-	1.7B	1.6M	-	-	-	-	5B	1.6M	-	-	-	-	183.6M	1.6M	-	-	-	-	157.7M	1.6M	-	-	-	-	1B	1.6M	-	-	-	-	336.2M	1.6M	-	-	-	-
9.1M	8.1M	277	2.7M	25	1608	8.1M	5628	8.1M	978.5M	1.6M	-	-	166.6M	1.6M	-	-	1.8B	1.6M	-	-	-	-	5.3B	1.6M	-	-	-	-	193.2M	1.6M	-	-	-	-	165.9M	1.6M	-	-	-	-	1.1B	1.6M	-	-	-	-	353.7M	1.6M	-	-	-	-
9.6M	8.1M	278	2.7M	25	1614	8.1M	5649	8.1M	1B	1.6M	-	-	175.2M	1.6M	-	-	1.8B	1.6M	-	-	-	-	5.5B	1.6M	-	-	-	-	203.3M	1.6M	-	-	-	-	174.6M	1.6M	-	-	-	-	1.1B	1.6M	-	-	-	-	372.2M	1.6M	-	-	-	-
10.1M	8.2M	279	2.7M	25	1620	8.2M	5670	8.2M	1.1B	1.6M	-	-	184.3M	1.6M	-	-	1.9B	1.6M	-	-	-	-	5.8B	1.6M	-	-	-	-	214M	1.6M	-	-	-	-	183.7M	1.6M	-	-	-	-	1.2B	1.6M	-	-	-	-	391.6M	1.6M	-	-	-	-
10.6M	8.2M	280	2.7M	25	1626	8.2M	5691	8.2M	1.1B	1.6M	-	-	193.8M	1.6M	-	-	2B	1.6M	-	-	-	-	6.1B	1.6M	-	-	-	-	225.1M	1.6M	-	-	-	-	193.3M	1.6M	-	-	-	-	1.3B	1.6M	-	-	-	-	412M	1.6M	-	-	-	-
11.2M	8.2M	281	2.7M	25	1632	8.2M	5712	8.2M	1.2B	1.6M	-	-	203.7M	1.6M	-	-	2.2B	1.6M	-	-	-	-	6.5B	1.6M	-	-	-	-	236.9M	1.6M	-	-	-	-	203.4M	1.6M	-	-	-	-	1.3B	1.6M	-	-	-	-	433.5M	1.6M	-	-	-	-
11.8M	8.3M	282	2.8M	25	1638	8.3M	5733	8.3M	1.3B	1.7M	-	-	214.3M	1.7M	-	-	2.3B	1.7M	-	-	-	-	6.8B	1.7M	-	-	-	-	249.3M	1.7M	-	-	-	-	214M	1.7M	-	-	-	-	1.4B	1.7M	-	-	-	-	456.1M	1.7M	-	-	-	-
12.4M	8.3M	283	2.8M	25	1644	8.3M	5754	8.3M	1.3B	1.7M	-	-	225.3M	1.7M	-	-	2.4B	1.7M	-	-	-	-	7.2B	1.7M	-	-	-	-	262.3M	1.7M	-	-	-	-	225.2M	1.7M	-	-	-	-	1.5B	1.7M	-	-	-	-	479.9M	1.7M	-	-	-	-
13M	8.3M	284	2.8M	25	1650	8.3M	5775	8.3M	1.4B	1.7M	-	-	236.9M	1.7M	-	-	2.5B	1.7M	-	-	-	-	7.5B	1.7M	-	-	-	-	276M	1.7M	-	-	-	-	236.9M	1.7M	-	-	-	-	1.6B	1.7M	-	-	-	-	504.9M	1.7M	-	-	-	-
13.7M	8.3M	285	2.8M	25	1656	8.3M	5796	8.3M	1.5B	1.7M	-	-	249.1M	1.7M	-	-	2.6B	1.7M	-	-	-	-	7.9B	1.7M	-	-	-	-	290.4M	1.7M	-	-	-	-	249.3M	1.7M	-	-	-	-	1.6B	1.7M	-	-	-	-	531.2M	1.7M	-	-	-	-
14.4M	8.4M	286	2.8M	25	1662	8.4M	5817	8.4M	1.6B	1.7M	-	-	262M	1.7M	-	-	2.8B	1.7M	-	-	-	-	8.3B	1.7M	-	-	-	-	305.6M	1.7M	-	-	-	-	262.3M	1.7M	-	-	-	-	1.7B	1.7M	-	-	-	-	558.9M	1.7M	-	-	-	-
15.2M	8.4M	287	2.8M	25	1668	8.4M	5838	8.4M	1.6B	1.7M	-	-	275.5M	1.7M	-	-	2.9B	1.7M	-	-	-	-	8.8B	1.7M	-	-	-	-	321.5M	1.7M	-	-	-	-	276M	1.7M	-	-	-	-	1.8B	1.7M	-	-	-	-	588.1M	1.7M	-	-	-	-
16M	8.4M	288	2.8M	25	1674	8.4M	5859	8.4M	1.7B	1.7M	-	-	289.7M	1.7M	-	-	3.1B	1.7M	-	-	-	-	9.2B	1.7M	-	-	-	-	338.3M	1.7M	-	-	-	-	290.5M	1.7M	-	-	-	-	1.9B	1.7M	-	-	-	-	618.7M	1.7M	-	-	-	-
16.8M	8.5M	289	2.8M	25	1680	8.5M	5880	8.5M	1.8B	1.7M	-	-	304.6M	1.7M	-	-	3.2B	1.7M	-	-	-	-	9.7B	1.7M	-	-	-	-	356M	1.7M	-	-	-	-	305.6M	1.7M	-	-	-	-	2B	1.7M	-	-	-	-	651M	1.7M	-	-	-	-
17.7M	8.5M	290	2.8M	26	1686	8.5M	5901	8.5M	1.9B	1.7M	-	-	320.3M	1.7M	-	-	3.4B	1.7M	-	-	-	-	10.2B	1.7M	-	-	-	-	374.6M	1.7M	-	-	-	-	321.6M	1.7M	-	-	-	-	2.1B	1.7M	-	-	-	-	685M	1.7M	-	-	-	-
18.7M	8.5M	291	2.8M	26	1692	8.5M	5922	8.5M	2B	1.7M	-	-	336.8M	1.7M	-	-	3.6B	1.7M	-	-	-	-	10.7B	1.7M	-	-	-	-	394.2M	1.7M	-	-	-	-	338.4M	1.7M	-	-	-	-	2.2B	1.7M	-	-	-	-	720.7M	1.7M	-	-	-	-
19.7M	8.6M	292	2.9M	26	1698	8.6M	5943	8.6M	2.1B	1.7M	-	-	354.2M	1.7M	-	-	3.8B	1.7M	-	-	-	-	11.3B	1.7M	-	-	-	-	414.8M	1.7M	-	-	-	-	356.1M	1.7M	-	-	-	-	2.3B	1.7M	-	-	-	-	758.3M	1.7M	-	-	-	-
20.7M	8.6M	293	2.9M	26	1704	8.6M	5964	8.6M	2.2B	1.7M	-	-	372.5M	1.7M	-	-	4B	1.7M	-	-	-	-	11.9B	1.7M	-	-	-	-	436.4M	1.7M	-	-	-	-	374.7M	1.7M	-	-	-	-	2.5B	1.7M	-	-	-	-	797.9M	1.7M	-	-	-	-
21.8M	8.6M	294	2.9M	26	1710	8.6M	5985	8.6M	2.3B	1.7M	-	-	391.7M	1.7M	-	-	4.2B	1.7M	-	-	-	-	12.5B	1.7M	-	-	-	-	459.2M	1.7M	-	-	-	-	394.2M	1.7M	-	-	-	-	2.6B	1.7M	-	-	-	-	839.5M	1.7M	-	-	-	-
22.9M	8.6M	295	2.9M	26	1716	8.6M	6006	8.6M	2.5B	1.7M	-	-	411.8M	1.7M	-	-	4.4B	1.7M	-	-	-	-	13.2B	1.7M	-	-	-	-	483.2M	1.7M	-	-	-	-	414.8M	1.7M	-	-	-	-	2.7B	1.7M	-	-	-	-	883.4M	1.7M	-	-	-	-
24.1M	8.7M	296	2.9M	26	1722	8.7M	6027	8.7M	2.6B	1.7M	-	-	433.1M	1.7M	-	-	4.6B	1.7M	-	-	-	-	13.8B	1.7M	-	-	-	-	508.4M	1.7M	-	-	-	-	436.5M	1.7M	-	-	-	-	2.9B	1.7M	-	-	-	-	929.5M	1.7M	-	-	-	-
25.4M	8.7M	297	2.9M	26	1728	8.7M	6048	8.7M	2.7B	1.7M	-	-	455.4M	1.7M	-	-	4.9B	1.7M	-	-	-	-	14.6B	1.7M	-	-	-	-	535M	1.7M	-	-	-	-	459.3M	1.7M	-	-	-	-	3B	1.7M	-	-	-	-	978M	1.7M	-	-	-	-
26.7M	8.7M	298	2.9M	26	1734	8.7M	6069	8.7M	2.9B	1.7M	-	-	478.9M	1.7M	-	-	5.1B	1.7M	-	-	-	-	15.3B	1.7M	-	-	-	-	563M	1.7M	-	-	-	-	483.3M	1.7M	-	-	-	-	3.2B	1.7M	-	-	-	-	1B	1.7M	-	-	-	-
28.1M	8.8M	299	2.9M	26	1740	8.8M	6090	8.8M	3B	1.8M	-	-	503.6M	1.8M	-	-	5.4B	1.8M	-	-	-	-	16.1B	1.8M	-	-	-	-	592.4M	1.8M	-	-	-	-	508.5M	1.8M	-	-	-	-	3.4B	1.8M	-	-	-	-	1.1B	1.8M	-	-	-	-
29.6M	8.8M	300	2.9M	26	1746	8.8M	6111	8.8M	3.2B	1.8M	-	-	529.5M	1.8M	-	-	5.7B	1.8M	-	-	-	-	17B	1.8M	-	-	-	-	623.3M	1.8M	-	-	-	-	535.1M	1.8M	-	-	-	-	3.5B	1.8M	-	-	-	-	1.1B	1.8M	-	-	-	-
31.2M	8.8M	301	2.9M	26	1752	8.8M	6132	8.8M	3.4B	1.8M	-	-	556.8M	1.8M	-	-	5.9B	1.8M	-	-	-	-	17.8B	1.8M	-	-	-	-	655.9M	1.8M	-	-	-	-	563M	1.8M	-	-	-	-	3.7B	1.8M	-	-	-	-	1.2B	1.8M	-	-	-	-
32.8M	8.9M	302	3M	26	1758	8.9M	6153	8.9M	3.5B	1.8M	-	-	585.5M	1.8M	-	-	6.3B	1.8M	-	-	-	-	18.8B	1.8M	-	-	-	-	690.1M	1.8M	-	-	-	-	592.4M	1.8M	-	-	-	-	3.9B	1.8M	-	-	-	-	1.3B	1.8M	-	-	-	-
34.5M	8.9M	303	3M	26	1764	8.9M	6174	8.9M	3.7B	1.8M	-	-	615.7M	1.8M	-	-	6.6B	1.8M	-	-	-	-	19.8B	1.8M	-	-	-	-	726.2M	1.8M	-	-	-	-	623.4M	1.8M	-	-	-	-	4.1B	1.8M	-	-	-	-	1.3B	1.8M	-	-	-	-
36.4M	8.9M	304	3M	26	1770	8.9M	6195	8.9M	3.9B	1.8M	-	-	647.4M	1.8M	-	-	6.9B	1.8M	-	-	-	-	20.8B	1.8M	-	-	-	-	764.1M	1.8M	-	-	-	-	656M	1.8M	-	-	-	-	4.3B	1.8M	-	-	-	-	1.4B	1.8M	-	-	-	-
38.3M	9M	305	3M	26	1776	9M	6216	9M	4.1B	1.8M	-	-	680.8M	1.8M	-	-	7.3B	1.8M	-	-	-	-	21.9B	1.8M	-	-	-	-	804M	1.8M	-	-	-	-	690.2M	1.8M	-	-	-	-	4.6B	1.8M	-	-	-	-	1.5B	1.8M	-	-	-	-
40.3M	9M	306	3M	26	1782	9M	6237	9M	4.3B	1.8M	-	-	715.8M	1.8M	-	-	7.7B	1.8M	-	-	-	-	23B	1.8M	-	-	-	-	846M	1.8M	-	-	-	-	726.3M	1.8M	-	-	-	-	4.8B	1.8M	-	-	-	-	1.5B	1.8M	-	-	-	-
42.4M	9M	307	3M	26	1788	9M	6258	9M	4.6B	1.8M	-	-	752.7M	1.8M	-	-	8.1B	1.8M	-	-	-	-	24.2B	1.8M	-	-	-	-	890.2M	1.8M	-	-	-	-	764.2M	1.8M	-	-	-	-	5.1B	1.8M	-	-	-	-	1.6B	1.8M	-	-	-	-
44.6M	9M	308	3M	26	1794	9M	6279	9M	4.8B	1.8M	-	-	791.5M	1.8M	-	-	8.5B	1.8M	-	-	-	-	25.5B	1.8M	-	-	-	-	936.7M	1.8M	-	-	-	-	804.1M	1.8M	-	-	-	-	5.3B	1.8M	-	-	-	-	1.7B	1.8M	-	-	-	-
47M	9.1M	309	3M	26	1800	9.1M	6300	9.1M	5.1B	1.8M	-	-	832.3M	1.8M	-	-	8.9B	1.8M	-	-	-	-	26.8B	1.8M	-	-	-	-	985.6M	1.8M	-	-	-	-	846.1M	1.8M	-	-	-	-	5.6B	1.8M	-	-	-	-	1.8B	1.8M	-	-	-	-
49.5M	9.1M	310	3M	26	1806	9.1M	6321	9.1M	5.3B	1.8M	-	-	875.2M	1.8M	-	-	9.4B	1.8M	-	-	-	-	28.2B	1.8M	-	-	-	-	1B	1.8M	-	-	-	-	890.3M	1.8M	-	-	-	-	5.9B	1.8M	-	-	-	-	1.9B	1.8M	-	-	-	-
52.1M	9.1M	311	3M	26	1812	9.1M	6342	9.1M	5.6B	1.8M	-	-	920.3M	1.8M	-	-	9.9B	1.8M	-	-	-	-	29.7B	1.8M	-	-	-	-	1.1B	1.8M	-	-	-	-	936.8M	1.8M	-	-	-	-	6.2B	1.8M	-	-	-	-	2B	1.8M	-	-	-	-
54.8M	9.2M	312	3.1M	26	1818	9.2M	6363	9.2M	5.9B	1.8M	-	-	967.7M	1.8M	-	-	10.4B	1.8M	-	-	-	-	31.2B	1.8M	-	-	-	-	1.1B	1.8M	-	-	-	-	985.8M	1.8M	-	-	-	-	6.5B	1.8M	-	-	-	-	2.1B	1.8M	-	-	-	-
57.7M	9.2M	313	3.1M	26	1824	9.2M	6384	9.2M	6.2B	1.8M	-	-	1B	1.8M	-	-	10.9B	1.8M	-	-	-	-	32.8B	1.8M	-	-	-	-	1.2B	1.8M	-	-	-	-	1B	1.8M	-	-	-	-	6.9B	1.8M	-	-	-	-	2.2B	1.8M	-	-	-	-
60.7M	9.2M	314	3.1M	26	1830	9.2M	6405	9.2M	6.5B	1.8M	-	-	1.1B	1.8M	-	-	11.5B	1.8M	-	-	-	-	34.5B	1.8M	-	-	-	-	1.3B	1.8M	-	-	-	-	1.1B	1.8M	-	-	-	-	7.3B	1.8M	-	-	-	-	2.3B	1.8M	-	-	-	-
63.9M	9.3M	315	3.1M	26	1836	9.3M	6426	9.3M	6.9B	1.9M	-	-	1.1B	1.9M	-	-	12.1B	1.9M	-	-	-	-	36.3B	1.9M	-	-	-	-	1.3B	1.9M	-	-	-	-	1.1B	1.9M	-	-	-	-	7.6B	1.9M	-	-	-	-	2.4B	1.9M	-	-	-	-
67.3M	9.3M	316	3.1M	27	1842	9.3M	6447	9.3M	7.2B	1.9M	-	-	1.2B	1.9M	-	-	12.7B	1.9M	-	-	-	-	38.2B	1.9M	-	-	-	-	1.4B	1.9M	-	-	-	-	1.2B	1.9M	-	-	-	-	8B	1.9M	-	-	-	-	2.6B	1.9M	-	-	-	-
70.8M	9.3M	317	3.1M	27	1848	9.3M	6468	9.3M	7.6B	1.9M	-	-	1.2B	1.9M	-	-	13.4B	1.9M	-	-	-	-	40.2B	1.9M	-	-	-	-	1.5B	1.9M	-	-	-	-	1.3B	1.9M	-	-	-	-	8.5B	1.9M	-	-	-	-	2.7B	1.9M	-	-	-	-
74.6M	9.3M	318	3.1M	27	1854	9.3M	6489	9.3M	8B	1.9M	-	-	1.3B	1.9M	-	-	14.1B	1.9M	-	-	-	-	42.3B	1.9M	-	-	-	-	1.6B	1.9M	-	-	-	-	1.3B	1.9M	-	-	-	-	8.9B	1.9M	-	-	-	-	2.8B	1.9M	-	-	-	-
78.5M	9.4M	319	3.1M	27	1860	9.4M	6510	9.4M	8.4B	1.9M	-	-	1.4B	1.9M	-	-	14.8B	1.9M	-	-	-	-	44.5B	1.9M	-	-	-	-	1.6B	1.9M	-	-	-	-	1.4B	1.9M	-	-	-	-	9.4B	1.9M	-	-	-	-	3B	1.9M	-	-	-	-
82.6M	9.4M	320	3.1M	27	1866	9.4M	6531	9.4M	8.9B	1.9M	-	-	1.4B	1.9M	-	-	15.6B	1.9M	-	-	-	-	46.9B	1.9M	-	-	-	-	1.7B	1.9M	-	-	-	-	1.5B	1.9M	-	-	-	-	9.9B	1.9M	-	-	-	-	3.2B	1.9M	-	-	-	-
87M	9.4M	321	3.1M	27	1872	9.4M	6552	9.4M	9.3B	1.9M	-	-	1.5B	1.9M	-	-	16.4B	1.9M	-	-	-	-	49.3B	1.9M	-	-	-	-	1.8B	1.9M	-	-	-	-	1.6B	1.9M	-	-	-	-	10.4B	1.9M	-	-	-	-	3.3B	1.9M	-	-	-	-
91.6M	9.5M	322	3.2M	27	1878	9.5M	6573	9.5M	9.8B	1.9M	-	-	1.6B	1.9M	-	-	17.3B	1.9M	-	-	-	-	51.9B	1.9M	-	-	-	-	1.9B	1.9M	-	-	-	-	1.6B	1.9M	-	-	-	-	10.9B	1.9M	-	-	-	-	3.5B	1.9M	-	-	-	-
96.4M	9.5M	323	3.2M	27	1884	9.5M	6594	9.5M	10.4B	1.9M	-	-	1.7B	1.9M	-	-	18.2B	1.9M	-	-	-	-	54.6B	1.9M	-	-	-	-	2B	1.9M	-	-	-	-	1.7B	1.9M	-	-	-	-	11.5B	1.9M	-	-	-	-	3.7B	1.9M	-	-	-	-
